Foo Fighters,Versions,File Type,
2000c Breakout (EU CD1) (74321790102),,FLAC,
2000c Breakout (EU CD2) (74321790112),,FLAC,
2000c Breakout (OZ CDS) (74321774272),,FLAC,
2000d Next Year (EU CD1) (7432 809262),,FLAC,
2000d Next Year (EU CD2) (ECD) (74321 809272),,FLAC,
2000d Next Year (EU Promo CD) (74321799832),,FLAC,
"2000e Breakout - Live in Holland, Part One (EU, 74321786362)",,FLAC,
"2000e Next Year - Live in Holland, Part Two (EU, 74321820532)",,FLAC,
2002a The One (OZ CDS) (ECD) (74321921822),,FLAC,
2002b All My Life (EU CD1) (74321 973142),,FLAC,
2002b All My Life (EU CD2) (ECD) (74321 973152),,FLAC,
2003a Times Like These (-Japanese Edition-) (BVCP-28010 (82876-50158-2)),,FLAC,
2003a Times Like These (EU CD1) (ECD) (74321-989552),,FLAC,
2003a Times Like These (EU CD2) (ECD) (74321-989562),,FLAC,
2003b Low (Australian CD Single),,FLAC,
2003b Low (EU CD1) (ECD) (82876-52256-2),,FLAC,
2003b Low (EU CD2) (ECD) (82876-52257-2),,FLAC,
2003c Have It All EU CDS (82876 56370-2),,FLAC,
2005 Best Of You (EU CD1) (ECD) (82876 70048 2),,FLAC,
2005 Best Of You (EU CD2) (82876 70121 2),,FLAC,
2005 DOA (EU CD1) (ECD) (82876 72032 2),,FLAC,
2005 DOA (EU CD2) (82876 73539 2),,FLAC,
2005 Five Songs And A Cover (US Best Buy Exclusive EP) (BMK 96143),,FLAC,
2005 Razor (Live) (Digital),,FLAC,
2005 Resolve (EU CD1) (ECD) (82876738902),,FLAC,
2005 Resolve (EU CD2) (82876738912),,FLAC,
2006 No Way Back # Cold Day In The Sun (EU CDS) (82876 80473 2),,FLAC,
2007a The Pretender (EU CD1) (ECD) (RCA 88697160702),,FLAC,
2007a The Pretender (EU CD2) (RCA 88697160732),,FLAC,
2007b Long Road To Ruin (EU CD1) (RCA 88697 19036 2),,FLAC,
2007b Long Road To Ruin (EU CD2) (ECD) (RCA 88697 19038 2),,FLAC,
"2008 Cheer Up, Boys (Your Make Up Is Running) (Digital)",,FLAC,
2008 Let It Die EP (Digital),,FLAC,
2015a Songs from the Laundry Room EP (WEB),,FLAC,
2015b  Saint Cecilia EP - 2016 (Digital),,FLAC,
2017 Soldier (Single)																						,,FLAC HD,
,,,
,,,
[1988-1994 DAVE GROHL SOLO STUDIO DEMOS & RECORDINGS],,,
01. October 1988 - Laundry Room Studio,,,
02. December 19th 1990 - Laundry Room Studio,,,
03. February 16th 1991 - Laundry Room Studio,,,
04. July 27th 1991 - WGNS Studios,,,
05. January 3rd 1992 - Laundry Room Studio,,,
06. April 1992 & November 8th 1992 - Laundry Room Studio,,,
07. 1993 - Laundry Room Studio,,,
08. January 19th to 22rd 1993 - BMG Ariola Ltda,,,
09. February 12th to 26th 1993 - Pachyderm Recording Studio,,,
10. April 18th 1993 - Laundry Room Studio,,,
11. March 9th 1994 - Laundry Room Studio,,,
12. June 19th 1994 - Laundry Room Studio,,,
13. October 17th to 23rd 1994 - Robert Lang Studios,,,
,,,
,,,
[1995-1996 FIRST STUDIO DEMOS & RECORDINGS],,,
01. November 16th 1995 - BBC Studio Session,,,
02. December 1996 - WGNS Studios,,,
03. January 24th to 26th 1996 - Robert Lang Studios,,,
04. March 18th 1996 - Clatter And Din Studios,,,
05. October 26th 1996 - Laundry Room Studio,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Chris Shiflet,Versions,File Type,
Drive - C,,,
,,,
,,,
[2015],,,
"3-19-2015 / Los Angeles, CA / Angel City Brewery *Steal Music, Buy Art (AT943)",AUD,FLAC,
,,,
[2019],,,
"2-24-2019 / Atlanta, GA / Terminal West (z-man)",AUD,FLAC,
,,,
[2022],,,
"12-14-2022 / Santa Cruz, CA / Moe's Alley - WAV(M) (Sony PCM-A10) (anonymous) ",AUD #1,FLAC,
,,,
,,,
,,,
The Germs,Versions,File Type,
Drive - C,,,
,,,
,,,
[1978],,,
"XX-XX-1978 / Los Angeles, CA / Masque",AUD,FLAC,*Likely 12-31-1978
,,,
[1979],,,
"9-22-1979 / Hollywood , CA / Hong Kong Cafe (djm5000)",AUD,FLAC,
,,,
[1980],,,
"3-13-1980 / Redondo Beach, CA / Club Fleetwood",AUD,FLAC,
"5-6-1980 / Redondo Beach, CA / Club Fleetwood",AUD,FLAC,
"12-3-1980 / West Hollywood, CA / The Starwood (Rhino RHM2 524568)",Silver CD,FLAC,
,,,
[MISC],,,
The Germs - Media Blitz (Cleopatra CLP 2289) (2008),Silver CD,FLAC,
The Germs - Germicide - Live At The Whisky 1977 (BOMP! BCD4070),Silver CD,FLAC,
The Germs - Rock N' Rule ,Silver CD,FLAC,
,,,
,,,
,,,
Them Crooked Vultures,Versions,File Type,
Drive - C,,,
,,,
,,,
[2009],,,
"8-30-2009 / St. Cloud, FR / Scene de la Cascade - Rock en Scene - DAT(M) (Giant Squid Omnis) (pierre leroy) (Source 1) ",AUD,FLAC,
"8-30-2009 / St Cloud, FR / Domaine National de Saint-Cloud (Edirol) (nono) (Source 2)",AUD,FLAC,
"10-11-2009 / Boston, MA / House of Blues (Edirol R09HR) (bcledfoot) (krw_co transfer)",AUD,FLAC,
"10-11-2009 / Boston, MA / House of Blues (Edirol R09HR) (bcledfoot) (cq remaster)",AUD,FLAC,
"10-12-2009 / Philadelphia, PA / Electric Factory (Zoom H4)",AUD,FLAC,
"10-15-2009 / New York, NY / Roseland Ballroom (Panasonic WM-61) (weedwacker)",AUD,FLAC,
"10-15-2009 / New York, NY / Roseland Ballroom (CA-11) (johnny fried chicken boy) ",AUD,FLAC,
"11-19-2009 / Oakland, CA / Fox Theater (MK4) (daspyknows)",AUD,FLAC,
,,,
[2010],,,
"1-26-2010 / Sydney, AUS / Hordern Pavillion - Triple J Broadcast",FM,FLAC,
"4-17-2010 / Las Vegas, NV / Joint (CK91) (cps)",AUD,FLAC,
"5-18-2010 / Chicago, IL / Aragon Ballroom (AT-899) (jonohull) (Source 1)",AUD,FLAC,
"5-18-2010 / Chicago, IL / Aragon Ballroom (AT-899) (Source 2)",AUD,FLAC,
"6-8-2010 / Paris, FR / Le Zenith (MM-MCSM-5) (Source 1)",AUD,FLAC,
"6-8-2010 / Paris, FR / Le Zenith (Sony ECM-MS 907) (Source 2)",AUD,FLAC,
"6-10-2010 / Amsterdam, NL / Heineken Music Hall (AT831) (edgar)",AUD,FLAC,
"7-2-2010 / Roskilde, Denmark / Roskilde Festival (Danish TV)",PRO,DVD,
"7-30-2010 / Niigata, Japan / Naeba Ski Resort - Fuji Rock Festival *FRFNIGHT",AUD,FLAC,
,,,
,,,
,,,
Scream,Versions,File Type,
Drive - C,,,
,,,
,,,
[MISC],,,
"Scream - Still Screaming (LP, Dischord, Dischord 9, US) (1983)",Vinyl,FLAC,
