Red Hot Chili Peppers,Versions,File Type,
"11-2-2013 / Belo Horizonte, Brazil / Circuito Banco do Brasil Festival",SBD,FLAC,LiveChiliPeppers.com
"11-5-2013 / Asuncion, PY / Jockey Club del Paraguay",SBD,FLAC,LiveChiliPeppers.com
"11-7-2013 / Sao Paulo, BR / Anhembi Arena",SBD,FLAC,LiveChiliPeppers.com
"11-9-2013 / Rio de Janeiro, BR / Circuito Banco do Brasil Festival",SBD,FLAC,LiveChiliPeppers.com
"2-1-2014 / Brooklyn, NY / Barclays Center",SBD,FLAC,LiveChiliPeppers.com
"2-23-2014 / Clark Pampanga, PH / International Music Festival",SBD,FLAC,LiveChiliPeppers.com
"3-29-2014 / Santiago, CL / Parque O'Higgins - Lollapalooza",SBD,FLAC,LiveChiliPeppers.com
"4-2-2014 / Buenos Aires, Argentina / Hip?dromo de San Isidro - Lollapalooza",SBD,FLAC,LiveChiliPeppers.com
"4-4-2014 / Bogota, COL / Festival Estereo Picnic",SBD,FLAC,LiveChiliPeppers.com
"4-6-2014 / San Juan, PI / Coliseo de Puerto Rico Jose Miguel Agrelot",SBD,FLAC,LiveChiliPeppers.com
"6-14-2014 / Isle of Wight, England / Isle of Wight Festival",SBD  ,FLAC,LiveChiliPeppers.com
,,,
The Getaway World Tour / 2016-2017,,,
"9-1-2016 / Budapest, HU / Papp Laszlo Sports Arena",SBD  ,FLAC,LiveChiliPeppers.com
"9-2-2016 / Budapest, HU / Papp Laszlo Sports Arena",SBD  ,FLAC,LiveChiliPeppers.com
"9-4-2016 / Prague, CZ / 02 Arena",SBD,FLAC,LiveChiliPeppers.com
"9-8-2016 / Fornebu, NO / Telenor Arena",SBD,FLAC,LiveChiliPeppers.com
"9-10-2016 / Stockholm, SE / Tele2 Arena",SBD,FLAC,LiveChiliPeppers.com
"9-13-2016 / Helsinki, FI / Hartwall Arena",SBD,FLAC,LiveChiliPeppers.com
"9-14-2016 / Helsinki, FI / Hartwall Arena",SBD,FLAC,LiveChiliPeppers.com
"9-27-2016 / Madrid, ES / Barclaycard Center",SBD,FLAC,LiveChiliPeppers.com
"9-28-2016 / Madrid, ES / Barclaycard Center",SBD,FLAC,LiveChiliPeppers.com
"10-1-2016 / Barcelona, ESP / Palau Sant Jordi",SBD,FLAC,LiveChiliPeppers.com
"10-2-2016 / Barcelona, ESP / Palau Sant Jordi",SBD,FLAC,LiveChiliPeppers.com
"10-5-2016 / Zurch, CH / Hallenstadion Zurich",SBD,FLAC,LiveChiliPeppers.com
"10-6-2016 / Zurch, CH / Hallenstadion Zurich",SBD,FLAC,LiveChiliPeppers.com
"10-8-2016 / Bologna, IT / Unipol Arena",SBD,FLAC,LiveChiliPeppers.com
"10-10-2016 / Turino, Italy / Pala Alpitour",SBD  ,FLAC HD,LiveChiliPeppers.com
"10-11-2016 / Torino, IT / Pala Alpitour",SBD,FLAC,LiveChiliPeppers.com
"10-15-2016 / Paris, FR / Accorhotels Arena",SBD,FLAC,LiveChiliPeppers.com
"10-16-2016 / Paris, FR / Accorhotels Arena",SBD,FLAC,LiveChiliPeppers.com
"10-18-2016 / Paris, FR / Accorhotels Arena",SBD,FLAC,LiveChiliPeppers.com
"11-1-2016 / Munich, DE / Olympic Hall",SBD,FLAC,LiveChiliPeppers.com
"11-3-2016 / Berlin, DE / Mercedes-Benz Arena",SBD,FLAC,LiveChiliPeppers.com
"11-6-2016 / Merksem, BE / Antwerps Sportpaleis",SBD,FLAC,LiveChiliPeppers.com
"11-8-2016 / Amsterdam, NL / Ziggo Dome",SBD,FLAC,LiveChiliPeppers.com
"11-9-2016 / Amsterdam, NL / Ziggo Dome",SBD,FLAC,LiveChiliPeppers.com
"11-11-2016 / Esch-sur-Alzette, LU / Rockhal",SBD,FLAC,LiveChiliPeppers.com
"11-14-2016 / Cologne, DE / Lanxess Arena",SBD,FLAC,LiveChiliPeppers.com
"11-16-2016 / Herning, DK / JYSKE Bank Boxen",SBD,FLAC,LiveChiliPeppers.com
"11-17-2016 / Hannover, DE /TUI Arena",SBD,FLAC,LiveChiliPeppers.com
"11-19-2016 / Frankfurt, DE / Festhalle - Messe Frankfurt",SBD,FLAC,LiveChiliPeppers.com
"11-21-2016 / Vienna, AT / Wiener Stadthalle",SBD,FLAC,LiveChiliPeppers.com
"12-5-2016 / London, GB / The O2",SBD,FLAC,LiveChiliPeppers.com
"12-6-2016 / London, GB / The O2",SBD,FLAC,LiveChiliPeppers.com
"12-8-2016 / Glasgow, GB / The SSE Hydro",SBD,FLAC,LiveChiliPeppers.com
"12-10-2016 / Birmingham, GB / Genting Arena",SBD,FLAC,LiveChiliPeppers.com
"12-11-2016 / Birmingham, GB / Genting Arena",SBD,FLAC,LiveChiliPeppers.com
"12-14-2016 / Manchester, UK / Manchester Arena",SBD,FLAC,LiveChiliPeppers.com
"12-15-2016 / Manchester, UK / Manchester Arena",SBD,FLAC,LiveChiliPeppers.com
"12-18-2016 / London, UK / The 02",SBD,FLAC,LiveChiliPeppers.com
"1-5-2017 / San Antonio, TX / ATT Center",SBD,FLAC,LiveChiliPeppers.com
"1-7-2017 / Houston, TX / Toyota Center",SBD,FLAC,LiveChiliPeppers.com
"1-8-2017 / Dallas, TX / American Airlines Center",SBD,FLAC,LiveChiliPeppers.com
"1-10-2017 / New Orleans, LA / Smoothie King Center",SBD,FLAC,LiveChiliPeppers.com
"1-12-2017 / Memphis, TN / Fed Ex Forum",SBD,FLAC,LiveChiliPeppers.com
"1-14-2017 / Tulsa, OK / Bok Center",SBD,FLAC,LiveChiliPeppers.com
"1-16-2017 / Wichita, KS / Intrust Bank Arena",SBD,FLAC,LiveChiliPeppers.com
"1-18-2017 / St. Louis, MO / Scottrade Center",SBD,FLAC,LiveChiliPeppers.com
"1-20-2017 / Lincoln, NE / Pinnacle Bank Arena",SBD,FLAC,LiveChiliPeppers.com
"1-21-2017 / Minneapolis, MN / Target Center",SBD,FLAC,LiveChiliPeppers.com
"2-2-2017 / Detroit, MI / Joe Louis Arena",SBD,FLAC,LiveChiliPeppers.com
"2-4-2017 / Toronto, ON / Air Canada Center",SBD,FLAC,LiveChiliPeppers.com
"2-7-2017 / Boston, MA / TD Garden",SBD,FLAC,LiveChiliPeppers.com
"2-8-2017 / Boston, MA / TD Garden",SBD,FLAC,LiveChiliPeppers.com
"2-10-2017 / Buffalo, NY / Key Bank Center",SBD,FLAC,LiveChiliPeppers.com
"2-12-2017 / Philadelphia, PA / Wells Fargo Center",SBD,FLAC,LiveChiliPeppers.com
"2-13-2017 / Philadelphia, PA / Wells Fargo Center",SBD,FLAC,LiveChiliPeppers.com
"2-15-2017 / New York, NY / Madison Square Garden",SBD,FLAC,LiveChiliPeppers.com
"2-17-2017 / New York, NY / Madison Square Garden",SBD,FLAC,LiveChiliPeppers.com
"2-18-2017 / New York, NY / Madison Square Garden",SBD,FLAC,LiveChiliPeppers.com
"3-7-2017 / Los Angeles, CA / Staples Center",SBD,FLAC,LiveChiliPeppers.com
"3-8-2017 / Los Angeles, CA / Staples Center",SBD,FLAC,LiveChiliPeppers.com
"3-10-2017 / Los Angeles, CA / Staples Center",SBD,FLAC,LiveChiliPeppers.com
"3-12-2017 / Oakland, CA / Oracle Arena",SBD,FLAC,LiveChiliPeppers.com
"3-15-2017 / Portland, OR / Moda Center",SBD,FLAC,LiveChiliPeppers.com
"3-17-2017 / Seattle, WA / Key Arena",SBD,FLAC,LiveChiliPeppers.com
"3-18-2017 / Vancouver, BC / Pepsi Live at Rogers Arena",SBD,FLAC,LiveChiliPeppers.com
"3-21-2017 / San Diego, CA / Valley View Casino Center",SBD,FLAC,LiveChiliPeppers.com
"4-12-2017 / Washington, DC / Verizon Center",SBD,FLAC,LiveChiliPeppers.com
"4-14-2017 / Atlanta, GA / Phillips Arena",SBD,FLAC,LiveChiliPeppers.com
"4-15-2017 / Raleigh, NC / PNC Arena",SBD,FLAC,LiveChiliPeppers.com
"4-17-2017 / Charlotte, NC / Spectrum Center",SBD,FLAC,LiveChiliPeppers.com
"4-19-2017 / Columbia, SC / Colonial Life Arena",SBD,FLAC,LiveChiliPeppers.com
"4-22-2017 / North Little Rock, AR / Verizon Arena",SBD,FLAC,LiveChiliPeppers.com
"4-24-2017 / Jacksonville, FL / Veterans Memorial Arena",SBD,FLAC,LiveChiliPeppers.com
"4-26-2017 / Orlando, FL / Amway Center",SBD,FLAC,LiveChiliPeppers.com
"4-27-2017 / Tampa, FL / Amalie Arena",SBD,FLAC,LiveChiliPeppers.com
"4-29-2017 / Miami, FL / American Airlines Arena",SBD,FLAC,LiveChiliPeppers.com
"5-11-2017 / Pittsburgh, PA / PPG Paints Arena",SBD,FLAC,LiveChiliPeppers.com
"5-13-2017 / Cleveland, OH / Quicken Loans Arena",SBD,FLAC,LiveChiliPeppers.com
"5-14-2017 / Columbus, OH / Schottenstein Center",SBD,FLAC,LiveChiliPeppers.com
"5-16-2017 / Louisville, KY / KFC Yum! Center",SBD,FLAC,LiveChiliPeppers.com
"5-18-2017 / Indianapolis, IN / Bankers Life Arena",SBD,FLAC,LiveChiliPeppers.com
"5-19-2017 / Cincinnati, OH / US Bank Arena",SBD,FLAC,LiveChiliPeppers.com
"5-21-2017 / Kansas City, MO / Sprint Center",SBD,FLAC,LiveChiliPeppers.com
"5-23-2017 / Des Moines, IA / Wells Fargo Arena",SBD,FLAC,LiveChiliPeppers.com
"5-26-2017 / Winnipeg, MB / MTS Centre",SBD,FLAC,LiveChiliPeppers.com
"5-28-2017 / Edmonton, AB / Rogers Place",SBD,FLAC,LiveChiliPeppers.com
"5-29-2017 / Calgary, AB / Scotiabank",SBD,FLAC,LiveChiliPeppers.com
"6-20-2017 / Montreal, QC / Bell Centre",SBD,FLAC,LiveChiliPeppers.com
"6-22-2017 / Hamilton, ON / FirstOntario Centre",SBD,FLAC,LiveChiliPeppers.com
"6-23-2017 / Ottawa, ON / Canadian Tire Centre",SBD,FLAC,LiveChiliPeppers.com
"6-25-2017 / Grand Rapids, MI / Van Andel Arena",SBD,FLAC,LiveChiliPeppers.com
"6-28-2017 / Milwaukee, WI / Summerfest",SBD,FLAC,LiveChiliPeppers.com
"6-30-2017 / Chicago, IL / United Center",SBD,FLAC,LiveChiliPeppers.com
"7-1-2017 / Chicago, IL / United Center",SBD,FLAC,LiveChiliPeppers.com
"7-13-2017 / Lisbon, PT / Super Bock Super Rock",SBD,FLAC,LiveChiliPeppers.com
"7-15-2017 / Benicassim, ESP / Benicassim",SBD,FLAC,LiveChiliPeppers.com
"7-18-2017 / Nyon, CH / Paleo Festival",SBD,FLAC,LiveChiliPeppers.com
"7-20-2017 / Rome, IT / Postepay Rock In Roma",SBD,FLAC,LiveChiliPeppers.com
"7-21-2017 / Milan, IT / Milano Summer Festival ",SBD,FLAC,LiveChiliPeppers.com
"7-23-2017 / Paris, FR / Lollapalooza Paris",SBD,FLAC,LiveChiliPeppers.com
"7-25-2017 / Krakow, PL / Cracovia Stadium",SBD,FLAC,LiveChiliPeppers.com
"7-27-2017 / Riga, LV / Lucavsala Island",SBD,FLAC,LiveChiliPeppers.com
"7-29-2017 / Helsinki, FI / Kaisafest",SBD,FLAC,LiveChiliPeppers.com
"7-31-2017 / Reykjavik, Iceland / Laugardalsho?ll",SBD,FLAC,LiveChiliPeppers.com
"9-15-2017 / Del Mar, CA / Kaaboo Del Mar",SBD,FLAC,LiveChiliPeppers.com
"9-17-2017 / New York, NY / The Meadows Music and Arts Festival",SBD,FLAC,LiveChiliPeppers.com
"9-20-2017 / Dublin, IE / 3Arena",SBD,FLAC,LiveChiliPeppers.com
"9-21-2017 / Dublin, IE / 3Arena",SBD,FLAC,LiveChiliPeppers.com
"10-7-2017 / Austin, TX / Austin City Limits Music Festival",SBD,FLAC,LiveChiliPeppers.com
"10-10-2017 / Mexico City, MX / Palacio de los Deportes",SBD,FLAC,LiveChiliPeppers.com
"10-11-2017 / Mexico City, MX / Palacio de los Deportes",SBD,FLAC,LiveChiliPeppers.com
"10-14-2017 / Austin, TX / Austin City Limits Music Festival",SBD,FLAC,LiveChiliPeppers.com
"10-16-2017 / Denver, CO / Pepsi Center",SBD,FLAC HD,LiveChiliPeppers.com
"10-18-2017 / Glendale, AZ / Gila River Arena",SBD,FLAC,LiveChiliPeppers.com
,,,
Ausstralia/New Zealand  / 2019,,,
"2-17-2019 / Hobart, AUS / Derwent Entertainment Centre",SBD,FLAC HD,LiveChiliPeppers.com
"2-19-2019 / Sydney, AUS / Qudos Bank Arena",SBD,FLAC,LiveChiliPeppers.com
"2-20-2019 / Sydney, AUS / Qudos Bank Arena",SBD,FLAC,LiveChiliPeppers.com
"2-23-2019 / Hunter Valley, AUS / Hope Estate Winery",SBD,FLAC,LiveChiliPeppers.com
"2-25-2019 / Brisbane, AUS / Brisbane Entertainment Centre",SBD,FLAC,LiveChiliPeppers.com
"2-26-2019 / Brisbane, AUS / Brisbane Entertainment Centre",SBD,FLAC,LiveChiliPeppers.com
"2-28-2019 / Melbourne, AUS / Rod Laver Arena",SBD,FLAC,LiveChiliPeppers.com
"3-2-2019 / Geelong, AUS / Mount Duneed Estate",SBD,FLAC,LiveChiliPeppers.com
"3-3-2019 / Adelaide, AUS / Adelaide Superloop 500",SBD,FLAC,LiveChiliPeppers.com
"3-5-2019 / Perth, AUS / HBF Park ",SBD,FLAC,LiveChiliPeppers.com
"3-8-2019 / Auckland, NZ / Spark Arena",SBD,FLAC,LiveChiliPeppers.com
"3-9-2019 / Auckland, NZ / Spark Arena",SBD,FLAC HD,LiveChiliPeppers.com
,,,
,,,
,,,
,,,
John Frusciante,Versions,File Type,Drive - D
,,,
,,,
[2001],,,
"1-28-2001 / London, UK / The Borderline (inc) (unk) ",AUD,DVD,
"2-8-2001 / Amsterdam, The Netherlands / The Paradiso",AUD,DVD,
"2-13-2001 / Toronto, ON / Horseshoe Tavern",AUD,DVD,
"3-15-2001 / New York, NY / Orensanz",AUD,DVD,
"4-27-2001 / San Francisco, CA / Johnny Foley's",AUD,DVD,
,,,
[2004],,,
"1-5-2004 / Los Angeles, CA / The Knitting Factory",AUD,DVD,
"2-2-2004 / Los Angeles, CA / The Knitting Factory",AUD,DVD,
"3-21-2004 / Pomona, CA / The Glasshouse (unk) (noizewater)",AMT #1,DVD,
"10-16-2004 / Los Angeles, CA / Self Help Graphics",MIX #1,DVD,
,,,
[2005],,,
"4-23-2005 / Camber Sands, UK / All Tomorrow's Parties Festival",AUD,FLAC,
"4-23-2005 / Camber Sands, UK / All Tomorrow's Parties Festival",AUD,DVD,
