Smashing Pumpkins,Versions,File Type,
"4-19-2000 / Ann Arbor, MI / Hill Auditorium - DAT(M) (DPA 4061) ",AUD (48k),FLAC,
"4-19-2000 / Ann Arbor, MI / Hill Auditorium (DSM-6S) (fares halteh)",AUD,FLAC,
"4-19-2000 / Ann Arbor, MI / Hill Auditorium (SPPB) (eric agnew)",AUD,FLAC,
"4-21-2000 / Dayton, OH / Hara Arena - DAT(M) (AT-853) (unk)",AUD,FLAC,
"4-21-2000 / Dayton, OH / Hara Arena (CSB)",AUD,FLAC,
"4-22-2000 / Detroit, MI / Michigan State Fairgrounds Coliseum (DSM-6S) (fares halteh)",AUD,FLAC,
"4-22-2000 / Detroit, MI / Michigan State Fairgrounds Coliseum - DAT(x) (SPPB) (unk)",AUD #1,FLAC,
"4-22-2000 / Detroit, MI / Michigan State Fairgrounds Coliseum (CSB) (spfeak77)",AUD,FLAC,
"4-23-2000 / Kent, OH / Memorial Athletic and Convocation Center (AT-853) (unk)",AUD,FLAC,
"4-25-2000 / New York, NY / Hammerstein Ballroom (DSM-6S) (david fresko)",AUD,FLAC,
"4-25-2000 / New York, NY / Hammerstein Ballroom (CSB) (spfreak77)",AUD,FLAC,
"4-25-2000 / New York, NY / Hammerstein Ballroom (Soundcheck) (CSBmod)",AUD,FLAC,
"4-25-2000 / New York, NY / Hammerstein Ballroom - DAT(M) (SS-DSM6s/L) (tapeworm48)",AUD,FLAC,
"4-25-2000 / New York, NY / Hammerstein Ballroom (DAT) ",AUD,FLAC,
"4-26-2000 / New York, NY / Ed Sullivan Theater - Late Show with David Letterman - Beta(M)",PRO #1,FLAC,
"4-28-2000 / Fairfax, VA / Patriot Center (CSB) (spfreak77)",AUD,FLAC,
"4-28-2000 / Fairfax, VA / Patriot Center (SS-DSM 6S) (spoogles)",AUD,FLAC,
"4-28-2000 / Fairfax, VA / Patriot Center (Soundcheck) (CSB) ",AUD,FLAC,
"4-28-2000 / Fairfax, VA / Patriot Center ",AUD,SHN,
"4-28-2000 / Fairfax, VA / Patriot Center - DDC(2) (DSM-6S/L) (fogelsong transfer)",AUD #7,FLAC,
"4-29-2000 / Lowell, MA / Paul Tsongas Arena (DSM-6S) (dave fresko)",AUD,FLAC,
"5-1-2000 / Philadelphia, PA / Electric Factory (Soundcheck) (CSBmod)",AUD #1,FLAC,
"5-1-2000 / Philadelphia, PA / Electric Factory (unk)",FM,FLAC,
"5-1-2000 / Philadelphia, PA / Electric Factory (thir13en remaster)",FM,FLAC,
"5-2-2000 / Greensboro, NC / Greensboro Coliseum Complex (CSBmod) (spfreak77)",AUD,FLAC,
"5-2-2000 / Greensboro, NC / Greensboro Coliseum Complex (DPA 4061) (d. weeks)",AUD,FLAC,
"5-2-2000 / Greensboro, NC / Greensboro Coliseum Complex - MD(M) (SS-DSM-6S/L) (fogelsong transfer)",AUD #2,FLAC,
"5-3-2000 / Columbia, SC / Township Auditorium (Soundcheck) (CSBmod)",AUD,FLAC,
"5-3-2000 / Columbia, SC / Township Auditorium (CSBmod) (david weeks)",AUD,FLAC,
"5-5-2000 / Clearwater, FL / Ruth Eckerd Hall (CSC) (jim fiesler)",AUD,FLAC,
"5-5-2000 / Clearwater, FL / Ruth Eckerd Hall (CSBmod) (larry fiske)",AUD,FLAC,
"5-6-2000 / Sunrise, FL / Sunrise Theater (CSB) (l. fiske)",AUD,FLAC,
"5-6-2000 / Sunrise, FL / Sunrise Theater - FM>DAT",FM,FLAC,
"5-6-2000 / Sunrise, FL / Sunrise Theater (thir13en remaster)",FM,FLAC,
"5-6-2000 / Sunrise, FL / Sunrise Theater - VHS(1)",AMT,DVD,
"5-8-2000 / Orlando, FL / Hard Rock Live (OKM-IIr) (unk)",AUD #1,FLAC,
"5-8-2000 / Orlando, FL / Hard Rock Live - MD(M) (CSB) (unk)",AUD,FLAC,
"5-9-2000 / Atlanta, GA / Tabernacle - FM>SBM-1>R300 (kindtaper)",FM,FLAC,
"5-12-2000 / Dallas, TX / Bronco Bowl - DAT(M) (SS-DS 6S) (chris milazzo)",AUD,FLAC,
"5-12-2000 / Dallas, TX / Bronco Bowl (DSM-6S) (andrew fogelsong)",AUD,FLAC,
"5-13-2000 / Houston, TX / Aerial Theater",SBD,FLAC,
"5-13-2000 / Houston, TX / Aerial Theater (DSM-6S) (andrew fogelsong)",AUD,FLAC,
"5-13-2000 / Houston, TX / Aerial Theater (SS-DSM-6S) (unk)",AUD,FLAC,
"5-13-2000 / Houston, TX / Aerial Theater (thir13en remaster)",SBD,FLAC,
"5-13-2000 / Houston, TX / Aerial Theater - DAT(M) (DSM-6S + SBD) (thir13en)",MIX,FLAC,
"5-14-2000 / Austin, TX / Austin Music Hall - SBD>M1 (agnew)",SBD,FLAC,
"5-14-2000 / Austin, TX / Austin Music Hall (Soundcheck) (SPPB) (d4)",AUD,FLAC,
"5-14-2000 / Austin, TX / Austin Music Hall - DAT(M) (DSM-6S) (andrew fogelsong)",AUD,FLAC,
"5-14-2000 / Austin, TX / Austin Music Hall - DAT(M) (DSM-6S) (andrew fogelsong) (retransfer)",AUD #1,FLAC,
"5-14-2000 / Austin, TX / Austin Music Hall - DAT(M) (CSBMod) (arnold leal)",AUD #4,FLAC,
"5-14-2000 / Austin, TX / Austin Music Hall (thir13en remaster)",SBD,FLAC,
"5-16-2000 / Boulder, CO / Balch Fieldhouse (CSB) (bt)",AUD,FLAC,
"5-17-2000 / Salt Lake City, UT / Saltair Pavilion (CSB) (david weeks)",AUD,FLAC,
"5-19-2000 / Mesa, AZ / Mesa Ampitheatre MD>CDR (SPHC>MZ-R90)",AUD,FLAC,
"5-19-2000 / Mesa, AZ / Mesa Ampitheatre - SPHC>MZR90 (patched)",AUD,FLAC,
"5-19-2000 / Mesa, AZ / Mesa Ampitheatre - VHS(x)",AUD,DVD,
"5-20-2000 / San Diego, CA / Open Air Theatre (Soundcheck) (CSBmod)",AUD #1,FLAC,
"5-20-2000 / San Diego, CA / Open Air Theatre - DAT(1) (CSBmod)",AUD #1,FLAC,
"5-21-2000 / Santa Barbara, CA / Santa Barbara Bowl (CSB) (jason roth)",AUD,FLAC,
"5-23-2000 / Universal City, CA / Universal Amphitheater (CSB) (crabbman)",AUD,FLAC,
"5-23-2000 / Universal City, CA / Universal Amphitheater - DAT(M) (DPA 4061) (ed davis)",AUD (48k),FLAC,
"5-23-2000 / Universal City, CA / Universal Amphitheater (CSHEB)",AUD,FLAC,
"5-23-2000 / Universal City, CA / Universal Amphitheater (MD)",AUD,FLAC,
"5-23-2000 / Universal City, CA / Universal Amphitheater - LQT(M) (CDNow Liquid Audio Promo CD)",SBD #1a,FLAC,
"5-23-2000 / Universal City, CA / Universal Amphitheater (TV > SVHSPro(M)",PRO #1a,FLAC,
"5-23-2000 / Universal City, CA / Universal Amphitheater (Studio VHS Transfer) (unk) (magikarp99)",PRO #2a,FLAC,
"5-23-2000 / Universal City, CA / Universal Amphitheater (Source 1)",PRO,DVD,
"5-23-2000 / Universal City, CA / Universal Amphitheater (Source 2)",PRO,DVD,
"5-24-2000 / Berkeley, CA / Berkeley Community Theatre (CSB) (j. roth)",AUD,FLAC,
"5-24-2000 / Berkeley, CA / Berkeley Community Theatre",SBD,SHN,
"5-24-2000 / Berkeley, CA / Berkeley Community Theatre (thir13en remaster)",SBD,FLAC,
"5-26-2000 / Boise, ID / Bank of America Centre (CSBmod) (unk)",AUD,SHN,
"5-29-2000 / Seattle, WA / Paramount Ballroom (CSB) (a. swimburnson)",AUD,FLAC,
"5-30-2000 / Portland, OR / Civic Auditorium (CSB) (j. roth)",AUD,FLAC,
"6-20-2000 / Yokohama, Japan / Pacifico (DSM-6S) (h. takada)",AUD,FLAC,
"6-20-2000 / Yokohama, Japan / Pacifico - AUD>VHS (unk)",AUD,SHN,
"6-20-2000 / Yokohama, Japan / Pacifico (Panasonic NV-SVB1) (unk)",AUD,DVD,
"6-24-2000 / Hiroshima, Japan / Kouseinenkin Kaikan (unk)",AUD,FLAC,
"6-25-2000 / Fukuoka, Japan / Zepp (CCM-6) (brewer)",AUD,FLAC,
"6-27-2000 / Osaka, Japan / Osaka Castle Hall *Inside Machines of Light (SP-62707)",Silver CD,SHN,
"6-30-2000 / Tokyo, Japan / Budokan (DSM-6S) (h. takada)",AUD,FLAC,
"6-30-2000 / Tokyo, Japan / Budokan (Japanese TV Broadcast) (unk)",TV,FLAC,
"6-30-2000 / Tokyo, Japan / Budokan (thir13en remaster)",TV,FLAC,
"6-30-2000 / Tokyo, Japan / Budokan",PRO,DVD,
"7-2-2000 / Tokyo, Japan / Kokusai Forum - DDC(1) (SS-DSM-6S) (fogelsong transfer)",AUD #1,FLAC,
"7-2-2000 / Tokyo, Japan / Kokusai Forum (DSM-6S)",AUD,FLAC,
"7-2-2000 / Tokyo, Japan / Kokusai Forum (Panasonic NV-SVB1)",AUD,DVD,
"7-4-2000 / Seoul, Korea / Olympic Park Gymnastics Stadium (inc) ",TV,SHN,
"7-4-2000 / Seoul, Korea / Olympic Park Gymnastics Stadium (thir13en remaster)",TV,FLAC,
"7-4-2000 / Seoul, Korea / Olympic Park Gymnastics Stadium - VHS(x)",PRO,DVD,
"7-4-2000 / Seoul, Korea / Olympic Park Gymnastics Stadium (unk)",PRO #1a,DVD,
"8-4-2000 / Vancouver, Canada / BC Place Festival Bowl (CSB) (a. swinburnson)",AUD,FLAC,
"8-4-2000 / Vancouver, Canada / BC Place Festival Bowl - MD(M) (DSM-6S)",AUD,FLAC,
"8-4-2000 / Vancouver, Canada / BC Place Festival Bowl - SPHC>MT-15 (unk)",AUD,SHN,
"8-6-2000 / Edmonton, Alberta / Commonwealth Stadium - VHS(1) (unk DV cam) (fogelsong transfer)",AMT #1,FLAC,
"8-6-2000 / Edmonton, Alberta / Commonwealth Stadium - DV>VHS(2) (TV) (unk)",AMT #1,FLAC,
"8-6-2000 / Edmonton, Alberta / Commonwealth Stadium - CSB>MZR55 (spfreak77)",AUD,FLAC,
"8-7-2000 / Saskatoon, Saskatchewan / Summersault Tour (CSB) (spfreak77)",AUD,FLAC,
"8-9-2000 / Winnipeg, Canada / Winnipeg Stadium (CSB) (pjp)",AUD,FLAC,
"8-9-2000 / Winnipeg, Canada / Winnipeg Stadium - DAT(M) (CSBmod) (unk)",AUD #1,FLAC,
"8-11-2000 / Barrie, Ontario / Molson Park - DAT(M) (Sennheiser MKE-2002) (ms)",AUD,SHN,
"8-11-2000 / Barrie, Ontario / Molson Park - FM>DAT",FM,FLAC,
"8-11-2000 / Barrie, Ontario / Molson Park (AT-853) (frank quinto)",AUD,FLAC,
"8-11-2000 / Barrie, Ontario / Molson Park (SS-DSM-6S)",AUD #1,FLAC,
"8-11-2000 / Barrie, Ontario / Molson Park - MD(M) (Optimus Omnidirectional Tie-clip) (spaceyraygun)",AUD #5,FLAC,
"8-11-2000 / Barrie, Ontario / Molson Park - VHS(x) (unk) (Source 1)",AUD,DVD,
"8-11-2000 / Barrie, Ontario / Molson Park - miniDV - VHS(3) (Source 2)",AMT #1,DVD,
"8-12-2000 / Montreal, Quebec / Parterre, Parc Jean Drapeau - DAT(M) (DSM-6S) (fares halteh)",AUD,FLAC,
"8-12-2000 / Montreal, Quebec / Parterre, Parc Jean Drapeau - MD(M) (Optimus Omnidirectional Tie-clip) (spaceyraygun)",AUD #2,FLAC,
"8-12-2000 / Montreal, Quebec / Parterre, Parc Jean Drapeau (thir13en remaster)",FM,SHN,
"8-12-2000 / Montreal, Quebec / Parterre, Parc Jean Drapeau - DFM (FM4 Australia)",FM,FLAC,
"8-12-2000 / Montreal, Quebec / Parterre, Parc Jean Drapeau - WAV(M) (fogelsong transfer)",FM #2,FLAC,
"8-13-2000 / Ottawa, Canada / Rideau Carleton Raceway (DSM-6S) (unk)",AUD,FLAC,
"8-13-2000 / Ottawa, Canada / Rideau Carleton Raceway - MD(M) (Lapel mic) (spaceyraygun)",AUD #5,FLAC,
"8-16-2000 / Halifax, CA / Citadel Hill (unk)",AUD,SHN,
"8-24-2000 / New York, NY / Hammerstein Ballroom (VH1 Storytellers) (SPPB) - DAT(M)",AUD,SHN,
"8-24-2000 / New York, NY / Hammerstein Ballroom (VH1 Storytellers) (DSM6) (fresko)",AUD #1,FLAC 24,
"8-24-2000 / New York, NY / Hammerstein Ballroom (VH1 Storytellers) (Digital Cable > Sony Digital8) (unk)",PRO #1a,FLAC,
"8-24-2000 / New York, NY / Hammerstein Ballroom (Uncut VH1 Storytellers) (fresko/agnew/starseed)",MTX,FLAC,
"8-24-2000 / New York, NY / Hammerstein Ballroom (VH1 Storytellers)",TV,DVD,
"9-16-2000 / Berlin, Germany / Arena - DAT(M) (Soundman OKM-IIr) ",AUD,FLAC,
"9-18-2000 / Hamburg, Germany / Alsterdorfer Sporthalle - DAT(M) (Soundman OKM-IIr) ",AUD,FLAC,
"9-18-2000 / Hamburg, Germany / Alsterdorfer Sporthalle (agnew)",SBD,SHN,
"9-18-2000 / Hamburg, Germany / Alsterdorfer Sporthalle (thir13en remaster)",SBD,FLAC,
"9-20-2000 / Rotterdam, The Netherlands / Ahoy",SBD,FLAC,
"9-20-2000 / Rotterdam, The Netherlands / Ahoy (MD) (unk)",AUD,SHN,
"9-20-2000 / Rotterdam, The Netherlands / Ahoy - AUD(M) (Coresound Stealth) ",AUD,FLAC,
"9-20-2000 / Rotterdam, The Netherlands / Ahoy (thir13en remaster)",SBD,FLAC,
"9-21-2000 / Frankfurt, DE / Ballsporthalle",SBD,SHN,
"9-21-2000 / Frankfurt, DE / Ballsporthalle - DAT(M) (Soundman OKM-IIr) ",AUD,FLAC,
"9-21-2000 / Frankfurt, DE / Ballsporthalle (thir13en remaster)",SBD,FLAC,
"9-23-2000 / Oberhausen, Germany / Arena (34)",SBD,FLAC,
"9-23-2000 / Oberhausen, Germany / Arena (unk)",AUD,FLAC,
"9-23-2000 / Oberhausen, Germany / Arena (thir13en remaster)",SBD,FLAC,
"9-23-2000 / Oberhausen, Germany / Arena (thir13en remaster)",MIX,FLAC,
"9-24-2000 / Munich, Germany / Olympiahalle (34)",SBD,FLAC,
"9-24-2000 / Munich, Germany / Olympiahalle (unk)",AUD,FLAC,
"9-26-2000 / Rome, Italy / Palaghiaccio",AUD,SHN,
"9-27-2000 / Bologna, Italy / PalaMalaguti (SS-DSM6S/L) (inc)",AUD,FLAC,
"9-27-2000 / Bologna, Italy / PalaMalaguti - ANA(x) (Walkman)",AUD #2,FLAC,
"9-29-2000 / Milan, Italy / Palavivios (ECM-TS120)",AUD,FLAC,
"9-29-2000 / Milan, Italy / Palavivios (MD) (inc)",AUD,FLAC,
"9-29-2000 / Milan, Italy / Palavivios - VHS(x) (_dan)",AUD,DVD,
"10-1-2000 / Marseilles, France / Dome - DAT(M) (DSM-6S) (frenchy)",AUD,FLAC,
"10-2-2000 / Toulouse, France / Zenith - DAT(M) (DSM-6S) (jerome conin)",AUD,FLAC,
"10-4-2000 / Lisbon, Portugal / Restelo - DAT(M) (unk)",AUD,FLAC,
"10-5-2000 / Porto, Portugal / Coliseu do Porto (Schoeps MK41 + ECM-DS70P) ",MTX,FLAC,
"10-5-2000 / Porto, Portugal / Coliseu do Porto (unk)",AUD,SHN,
"10-8-2000 / Madrid, ES / Palacidio de Deportes - MD(M) (CSBmod)",AUD,FLAC,
"10-11-2000 / Barcelona, Spain / Palau D'Esports (unk)",AUD,SHN,
"10-12-2000 / San Sebastian, Spain / Velodromo de Anoeta (ECM-717) (unk)",AUD,FLAC,
"10-15-2000 / Zurich, Switzerland / Hallenstadion - DAT(M) (Soundman OKM-IIr)",AUD,FLAC,
"10-16-2000 / Lyon, France / Halles Tony Garnier - DAT(1) (SS-DSM-6S)",AUD #1,FLAC,
"10-16-2000 / Lyon, France / Halles Tony Garnier - DDC(1) (SS-DSM-6S) (reece d, matt k, terry watts)",AUD,FLAC,
"10-17-2000 / Angers, France / Amphitea - DAT(M) (DSM-6S) (jerome conin)",AUD,FLAC,
"10-17-2000 / Angers, France / Amphitea (CSBmod>M1)",AUD,SHN,
"10-17-2000 / Angers, France / Amphitea - DAT(M) (CSBmod>M1)",AUD #2,FLAC,
"10-19-2000 / Paris, France / Bercy *There Is No God",Silver CD,FLAC,
"10-19-2000 / Paris, France / Bercy - DAT(M) (DSM-6S) (jerome conin)",AUD,FLAC,
"10-19-2000 / Paris, France / Bercy (thir13en remaster)",TV,FLAC,
"10-19-2000 / Paris, France / Bercy (TV broadcast)",PRO,DVD,
"10-20-2000 / Gent, BE / Flanders Expo - DAT(M) (DSM-6S) (jerome conin)",AUD,FLAC,
"10-20-2000 / Gent, BE / Flanders Expo (M-17>MZ-R90)",AUD,SHN,
"10-20-2000 / Gent, BE / Flanders Expo - DAT(M) (CSBmod) (unk)",AUD #1,FLAC,
"10-20-2000 / Gent, BE / Flanders Expo (unk)",AUD #4,FLAC,
"10-22-2000 / Oslo, Norway / Spektrum (SPPB) ",AUD,FLAC,
"10-23-2000 / Stockholm, Sweden / Hovet (MD>CDR)",AUD,SHN,
"10-23-2000 / Stockholm, Sweden / Hovet - MD(x) (SPSC) (unk)",AUD #3,FLAC,
"10-25-2000 / Helsinki, Finland / Hartwell Arena (MD-MT831)",AUD,SHN,
"10-27-2000 / Copenhagen, Denmark / Valby (Radio P3 Live)",FM,FLAC,
"10-27-2000 / Copenhagen, Denmark / Valby (thir13en remaster)",FM,FLAC,
"10-31-2000 / Manchester, UK / Apollo - MD(M) (CSBmod) ",AUD,SHN,
"11-1-2000 / Birmingham, UK / National Exhibition Center (Sony MZ-R91) (simon mifsud)",AUD,SHN,
"11-3-2000 / London, UK / Wembley Arena (CSBmod) (unk)",AUD,SHN,
"11-3-2000 / London, UK / Wembley Arena - DAT(M) (DSM-6S) (jerome conin)",AUD,FLAC,
"11-3-2000 / London, UK / Wembley Arena (DSM-6S) (zach payne)",AUD,FLAC,
"11-3-2000 / London, UK / Wembley Arena (Sony MZ-R91>CSB) (simon mifsud)",AUD,SHN,
"11-3-2000 / London, UK / Wembley Arena (unk) (onkel44 reauthor)",AUD,DVD,
"11-4-2000 / London, UK / Wembley Arena (Sony MZ-R91>CSB) (s/n/m)",AUD,FLAC,
"11-4-2000 / London, UK / Wembley Arena (DSM-6) (unk)",AUD,FLAC,
"11-4-2000 / London, UK / Wembley Arena - DAT(M) (DSM-6S) (jerome conin)",AUD,FLAC,
"11-4-2000 / London, UK / Wembley Arena (Soundcheck) (CSBmod>MZ-R91)",AUD,FLAC,
"11-4-2000 / London, UK / Wembley Arena - AUD>CSBmod>M1",AUD,SHN,
"11-6-2000 / Dublin, Ireland / Olympia - AUD>MD",AUD,SHN,
"11-17-2000 / Burbank, CA / NBC Studios - The Tonight Show with Jay Leno - Beta(M)",PRO #1c,FLAC,
"11-17-2000 / Burbank, CA / NBC Studios - The Tonight Show with Jay Leno (TV > DAT(x) (unk)",TV #1,FLAC,
"11-28-2000 / Chicago, IL / WXRT Radio - FM>ANA(1)",FM,FLAC,
"11-29-2000 / Chicago, IL / United Center",FM,SHN,
"11-29-2000 / Chicago, IL / United Center - DAT(M) (SS-DSM-6S) (andrew fogelsong)",AUD,FLAC,
"11-29-2000 / Chicago, IL / United Center - WKQX Q101 FM - DAT(M) (krw_co)",FM,FLAC,
"11-29-2000 / Chicago, IL / United Center (SS-DSM-6S) (jason roth)",AUD,FLAC,
"11-29-2000 / Chicago, IL / United Center (thir13en remaster)",FM,FLAC,
"11-29-2000 / Chicago, IL / United Center (thir13en remaster) (Version 2)",FM,FLAC,
"11-29-2000 / Chicago, IL / United Center - MD(M) (Lapel mic) (spaceyraygun)",AUD #9,FLAC,
"11-29-2000 / Chicago, IL / United Center (2025 remaster)",SBD #1,FLAC,
"11-29-2000 / Chicago, IL / United Center - DAT(M) (OKM-II) (unk)",AUD #3,FLAC,
"11-29-2000 / Chicago, IL / United Center - MiniDV>VHS(3) (ben valocchi transfer)",AUD,DVD,
"12-2-2000 / Chicago, IL / Metro (Last show) - MD(M) (CSSC>MS722) (patched)",AUD,FLAC,
"12-2-2000 / Chicago, IL / Metro (Last show) (ECM-907) (meghan brown)",AUD,SHN,
XX-XX-2000 / Untitled Montage (Tower Records Promo),PRO,DVD,
,,,
[2007],,,
"5-22-2007 / Paris, France / Le Grand Rex (ECM-717) (arn0)",AUD,FLAC,
"5-22-2007 / Paris, France / Le Grand Rex (MBHO MBP 603A) ",AUD,FLAC 24,
"5-22-2007 / Paris, France / Le Grand Rex (DPA 3061) (ij)",AUD,FLAC 24,
5-24-2007 / Luxembourg / Den Atelier (inc) (Sony MD Walkman MZ-R30 (ECM-717),AUD,FLAC,
"5-26-2007 / Brussels, Belgium / AB (Grote Zaal) (ECM-719)",AUD,FLAC,
5-28-2007 / Landgraaf / Pinkpop Festival (OKMII) ,AUD,FLAC,
5-28-2007 / Landgraaf / Pinkpop Festival,PRO #1,DVD,
5-28-2007 / Landgraaf / Pinkpop Festival (3voor12 Digital TV) (leo),PRO,DVD,
"5-31-2007 / Barcelona, Spain / Forum - Primavera Sound 2007 (CSB)",AUD,FLAC,
"5-31-2007 / Barcelona, Spain / Forum - Primavera Sound 2007 (AT943) (macacopowa)",AUD,FLAC,
"6-2-2007 / Nurburg, Germany / Nurburgring - Rock am Ring (Pre-broadcast) (obertu edit)",SBD #1,FLAC,
"6-2-2007 / Nurburg, Germany / Nurburgring - Rock am Ring (TV card) (sikamikanico83)",TV #1,FLAC,
"6-2-2007 / Nurburg, Germany / Nurburgring - Rock am Ring (thir13en)",TV,FLAC,
"6-2-2007 / Nurburg, Germany / Nurburgring - Rock am Ring (thir13en V2)",TV,FLAC,
"6-2-2007 / Nurburg, Germany / Nurburgring - Rock am Ring",Webcast,DVD,
"6-2-2007 / Nurburg, Germany / Nurburgring - Rock am Ring (DVB-S) (Source 1)",PRO,DVD,
"6-2-2007 / Nurburg, Germany / Nurburgring - Rock am Ring (WDR Satellite Broadcast) (Source 2)",PRO,DVD,
"6-5-2007 / Berlin, Germany / Zitadelle Spandau (Gotischer Saal) (MBHO MBP 603A) ",AUD,FLAC 24,
"6-5-2007 / Berlin, Germany / Zitadelle Spandau (Gotischer Saal) (IKM IIr/c + MBHO) ",MTX,FLAC,
"6-5-2007 / Berlin, Germany / Zitadelle Spandau (Gotischer Saal) - WAV(M) (OKM-IIr)",AUD,FLAC,
"6-6-2007 / Berlin, Germany / Columbiahalle (OKM IIr)",AUD,FLAC,
"6-6-2007 / Berlin, Germany / Columbiahalle (MBHO MBP 603 A)",AUD,FLAC 24,
"6-9-2007 / Lisbon, Portugal / Oeiras Alive! (SP-CMC-1)",AUD,FLAC,
"6-9-2007 / Lisbon, Portugal / Oeiras Alive! - MD(M) Sony ECM 717) (ziggyswoon)",AUD #2,FLAC,
"6-9-2007 / Lisbon, Portugal / Oeiras Alive!",PRO #1a,DVD,
"6-11-2007 / Madrid, Spain / Teatro Calderon (Zoom H4)",AUD,FLAC,
"6-15-2007 / Nickelsdorf, Austria / Nova Rock Open Air Festival - Blue Stage (AT-U853c) (mrruin)",AUD,FLAC,
"6-17-2007 / Interlaken, Switzerland / Greenfields Festival (Archos 404) (ed briscoe)",AUD,FLAC,
"6-19-2007 / London, UK / Shepherd's Bush Empire (DPA 4061s) (rob)",AUD,FLAC,
"6-19-2007 / London, UK / Shepherd's Bush Empire (MBHO MBP 603)",AUD,FLAC 24,
"6-19-2007 / London, UK / Shepherd's Bush Empire - MiniDV (unk)",AUD,DVD,
"6-23-2007 / Asheville, NC / The Orange Peel - WAV(M) (WM-61A) (kris sproul)",AUD,FLAC,
"6-23-2007 / Asheville, NC / The Orange Peel (MK4) (zach payne)",AUD,FLAC 24,
"6-23-2007 / Asheville, NC / The Orange Peel (Neumann KM140s) (jim pollack)",AUD,FLAC 24,
"6-24-2007 / Asheville, NC / The Orange Peel - WAV(M) (WM-61A) (kris sproul)",AUD,FLAC,
"6-24-2007 / Asheville, NC / The Orange Peel (MK4) (zach payne)",AUD,FLAC 24,
"6-24-2007 / Asheville, NC / The Orange Peel (Sony DCR-TRV950 miniDV) (cabbager)",AUD,DVD,
"6-26-2007 / Asheville, NC / The Orange Peel (MG300) (david randle)",AUD,FLAC,
"6-26-2007 / Asheville, NC / The Orange Peel (Schoeps MK4) (patrick moore)",AUD,FLAC 24,
"6-26-2007 / Asheville, NC / The Orange Peel (MK4) (zach payne)",AUD,FLAC 24,
"6-26-2007 / Asheville, NC / The Orange Peel - DAT(M) (Schoeps CCM4) (fogelsong transfer)",AUD #5,FLAC 24,
"6-27-2007 / Asheville, NC / The Orange Peel - DAT(M) (AKG CK91) (rjrumfh)",AUD,FLAC,
"6-27-2007 / Asheville, NC / The Orange Peel (MG300) (david randle)",AUD,FLAC,
"6-27-2007 / Asheville, NC / The Orange Peel (MK4) (zach payne)",AUD,FLAC 24,
"6-27-2007 / Asheville, NC / The Orange Peel - DAT(M) (Schoeps CCM4) (josh puckett)",AUD #5,FLAC 24,
"6-27-2007 / Asheville, NC / The Orange Peel (Panasonic GS250) (david randle)",AMT #1,DVD,
"6-29-2007 / Asheville, NC / The Orange Peel (DPA 4023) (george wang)",AUD,FLAC 24,
"6-29-2007 / Asheville, NC / The Orange Peel (AKG CK93) (cabbage)",AUD,FLAC,
"6-29-2007 / Asheville, NC / The Orange Peel (CSC's) (matt)",AUD,FLAC 24,
"6-29-2007 / Asheville, NC / The Orange Peel (greg sanders)",AMT #1,DVD,
"6-30-2007 / Asheville, NC / The Orange Peel (AKG CK93) (cabbage)",AUD,FLAC,
"6-30-2007 / Asheville, NC / The Orange Peel - WAV(M) (Panasonic WM-61A) (kris sproul)",AUD,FLAC,
"6-30-2007 / Asheville, NC / The Orange Peel (MK4) (zach payne)",AUD,FLAC,
"7-2-2007 / Asheville, NC / The Orange Peel (AKG CK93) (cabbage)",AUD,FLAC,
"7-2-2007 / Asheville, NC / The Orange Peel (Schoeps MK41s) (derek davis)",AUD,FLAC,
"7-3-2007 / Asheville, NC / The Orange Peel (Edirol R09) (travpumpkin)",AUD,FLAC,
"7-3-2007 / Asheville, NC / The Orange Peel (CMC-64) (kevin straker)",AUD,FLAC,
"7-3-2007 / Asheville, NC / The Orange Peel (Schoeps MK41s) (derek davis)",AUD,FLAC,
"7-5-2007 / Asheville, NC / The Orange Peel (Edirol R09) (stagscousin)",AUD,FLAC,
"7-5-2007 / Asheville, NC / The Orange Peel (MG300) (david randle)",AUD,FLAC,
"7-5-2007 / Asheville, NC / The Orange Peel (Sony ECM MS907) (neophile)",AUD,FLAC,
"7-5-2007 / Asheville, NC / The Orange Peel (unk)",AUD,DVD,
"7-5-2007 / Asheville, NC / The Orange Peel - MiniDV(1) (Sony DCR-HC1000) (will g.)",AMT #3,DVD,
"7-7-2007 / East Rutherford, NJ / Giants Stadium - Live Earth (XM Radio Broadcast)",FM,FLAC,
"7-7-2007 / East Rutherford, NJ / Giants Stadium - Live Earth (Rogers Digital Cable > Sharp MD-MT15) (lambchops)",TV #1,FLAC,
"7-7-2007 / East Rutherford, NJ / Giants Stadium - Live Earth (Satellite) (spaldz edit)",TV #2,FLAC,
"7-7-2007 / East Rutherford, NJ / Giants Stadium - Live Earth (XM Radio Broadcast) (spaldz edit)",SBD #1,FLAC,
"7-7-2007 / East Rutherford, NJ / Giants Stadium (Toshiba CB)",PRO,DVD,
"7-9-2007 / New York, NY / Ed Sullivan Theatre - Late Show with David Letterman (inc)",TV #1,FLAC,
"7-9-2007 / New York, NY / Ed Sullivan Theatre - Late Show with David Letterman (Toshiba CB) (cabbage))",TV,FLAC,
"7-9-2007 / New York, NY / Ed Sullivan Theatre - Late Show with David Letterman (Toshiba CB) (tarantula)",PRO,DVD,
"7-10-2007 / Washington, D.C. / Nightclub 9:30 (AKG 460/ck63) (rokpunk)",AUD,FLAC,
